label,area,area_convex,centroid,solidity,volume_um,surface_area_um,sphericity,ellipsoid_r_axis_major,ellipsoid_r_axis_medium,ellipsoid_r_axis_minor,aspect_ratio_minor_per_medium,aspect_ratio_medium_per_major,aspect_ratio_minor_per_major,prolate_ratio,oblate_ratio,img_name,organoid,date,magnification,spacing_x_um,spacing_y_um,spacing_z_um,count,relative_z_position,organoid_center,distance_to_organoid_center_um,neighborhood_density,nuc_count_per_organoid
12,10420.0,12063.0,"(100.64328214971209, 160.9285028790787, 96.00786948176584)",0.8637983917765066,354.40737408,364.73186862437046,0.6640165632313989,22.833030045150153,18.48961169189087,6.2347808501446345,0.3372045316062029,0.8097747716938758,0.2730597225955533,0.22111687452360726,0.09207697585835325,20231108_P021N_A003,P021N_A003,20231108,40x,0.324,0.324,0.324,23,0.5386369946522773,"(90.00428650234069, 112.72601352267897, 116.11192232447797)",17.26905152238368,1,23
13,11623.0,12661.0,"(102.32650778628582, 174.3791620063667, 133.54194269981932)",0.9180159545059632,395.324079552,314.22589456148125,0.8289805330780623,19.953834177211622,13.920172727076617,10.359294648181454,0.7441929673782873,0.6976189439809127,0.5191631120204626,0.36217802196155946,0.3863575368878543,20231108_P021N_A003,P021N_A003,20231108,40x,0.324,0.324,0.324,23,0.5492233194106027,"(90.00428650234069, 112.72601352267897, 116.11192232447797)",21.13899126745544,3,23
14,14068.0,15581.0,"(105.50980949673017, 72.89941711686096, 70.95862951379016)",0.9028945510557731,478.483967232,382.3858504773131,0.7736785762409024,21.333256448435666,18.49727871932309,8.927199093167793,0.4826222942644011,0.8670630648458486,0.4184639656278266,0.36283464856481124,0.20196003915828117,20231108_P021N_A003,P021N_A003,20231108,40x,0.324,0.324,0.324,23,0.5692440848850954,"(90.00428650234069, 112.72601352267897, 116.11192232447797)",20.143835593876673,1,23
15,13140.0,14643.0,"(109.51643835616439, 54.470700152207, 97.25563165905632)",0.8973570989551322,446.92062336000004,362.61143774113737,0.7795839504769557,20.867881286927165,17.390410961534702,9.074186938128394,0.5217925532754402,0.8333577674907059,0.434839877290896,0.36237718935507357,0.2268962098375957,20231108_P021N_A003,P021N_A003,20231108,40x,0.324,0.324,0.324,23,0.5944430085293357,"(90.00428650234069, 112.72601352267897, 116.11192232447797)",20.821797177526392,1,23
16,13740.0,14809.0,"(114.14898107714701, 153.92052401746724, 156.74315866084424)",0.9278141670605713,467.32795776,351.24923212762656,0.8291184572712216,21.01583201258902,15.84130829729919,10.077021597780615,0.6361230656371142,0.7537797355731547,0.47949667620792846,0.36143487780021893,0.30501889563219414,20231108_P021N_A003,P021N_A003,20231108,40x,0.324,0.324,0.324,23,0.6235784973405473,"(90.00428650234069, 112.72601352267897, 116.11192232447797)",20.313666581339998,1,23
17,7518.0,8579.0,"(123.33133812184091, 161.31191806331472, 114.05001330140995)",0.8763259121109687,255.703900032,242.45760925981872,0.8035382236895766,16.95959919208763,12.257335322267801,8.997229922876386,0.7340282113789602,0.7227373231783901,0.5305095846294513,0.3834190771155692,0.38940900152495134,20231108_P021N_A003,P021N_A003,20231108,40x,0.324,0.324,0.324,23,0.6813291705776158,"(90.00428650234069, 112.72601352267897, 116.11192232447797)",19.100985650680364,2,23
18,12621.0,14168.0,"(137.11702717692734, 130.96363204183504, 78.35480548292529)",0.8908102766798419,429.268279104,360.1437706604906,0.7641185603810803,22.90961835725594,15.8469882316761,8.724603917869363,0.5505528110653857,0.6917176875038181,0.3808271173188751,0.26342485293055756,0.2096654399698341,20231108_P021N_A003,P021N_A003,20231108,40x,0.324,0.324,0.324,23,0.7680316174649519,"(90.00428650234069, 112.72601352267897, 116.11192232447797)",20.434669816389725,1,23
19,10890.0,12056.0,"(133.8204775022957, 132.50330578512396, 154.011753902663)",0.9032846715328468,370.39311936,311.9323087618327,0.7995869641120711,22.066360449938855,13.021183158049006,9.294866788662025,0.7138265913198857,0.5900920175572083,0.4212233734579361,0.24856055028604693,0.30068044485974166,20231108_P021N_A003,P021N_A003,20231108,40x,0.324,0.324,0.324,23,0.7472986006433691,"(90.00428650234069, 112.72601352267897, 116.11192232447797)",19.83397992627092,2,23
20,14779.0,16518.0,"(145.5189119696867, 111.87083023208606, 147.5252046823195)",0.894720910521855,502.666658496,389.9529333190027,0.7840167107097202,24.77440363069866,14.56083968890277,10.200502565629755,0.7005435664128524,0.5877372430818082,0.41173554438218746,0.2419923137339743,0.28843868668043493,20231108_P021N_A003,P021N_A003,20231108,40x,0.324,0.324,0.324,23,0.8208736601867089,"(90.00428650234069, 112.72601352267897, 116.11192232447797)",20.66855727014181,2,23
21,15831.0,17765.0,"(153.4504453287853, 87.24129871770576, 119.41766155012317)",0.8911342527441599,538.447518144,413.4334802568391,0.7741778368417854,24.26309803931954,17.47261864767486,9.328868077832995,0.5339135630407877,0.7201313953955766,0.38448791917318664,0.27688182174692855,0.20528331487189452,20231108_P021N_A003,P021N_A003,20231108,40x,0.324,0.324,0.324,23,0.8707575177911024,"(90.00428650234069, 112.72601352267897, 116.11192232447797)",22.178773091823185,0,23
22,12334.0,13821.0,"(156.09404897032593, 136.2995784011675, 118.20269174639209)",0.892410100571594,419.506770816,329.8767795320642,0.8215330284314232,20.89287093304976,13.574176291786546,10.838002770222364,0.7984280251892865,0.6497037355605348,0.5187416705417002,0.3370284011418549,0.4141778875940011,20231108_P021N_A003,P021N_A003,20231108,40x,0.324,0.324,0.324,23,0.8873839557882134,"(90.00428650234069, 112.72601352267897, 116.11192232447797)",22.744571493307447,1,23
23,14591.0,15898.0,"(158.92803783154, 113.47899390034954, 95.79233774244398)",0.9177884010567366,496.272360384,360.08627952449683,0.8418297630355603,20.59232421526338,15.1272974807263,11.387005790047725,0.7527455452340986,0.734608552322311,0.5529733152514898,0.4062189265897659,0.4162481996888898,20231108_P021N_A003,P021N_A003,20231108,40x,0.324,0.324,0.324,23,0.9052077851040251,"(90.00428650234069, 112.72601352267897, 116.11192232447797)",23.28281222147037,3,23
1,9333.0,10664.0,"(36.12889746062359, 61.78131361834351, 82.04596592735454)",0.8751875468867217,317.436086592,278.90322014853757,0.8068660832933994,18.698853901882078,12.240978835923647,10.452226874485245,0.8538718197772759,0.6546379205995918,0.5589768725575853,0.3659274575143606,0.47729459938415575,20231108_P021N_A005,P021N_A005,20231108,40x,0.324,0.324,0.324,10,0.1841816931249849,"(67.00484906242117, 84.1456213620353, 73.70079696536517)",12.644838342168123,0,10
2,15250.0,16872.0,"(36.74596721311475, 92.23167213114755, 79.99737704918033)",0.9038643907064959,518.686416,372.5482100973795,0.8379888231550632,19.94112471290729,14.625686988199678,12.75590241538556,0.8721574874176713,0.7334434340472737,0.6396781826016588,0.4691677629324797,0.5579001164937649,20231108_P021N_A005,P021N_A005,20231108,40x,0.324,0.324,0.324,10,0.19081685175392207,"(67.00484906242117, 84.1456213620353, 73.70079696536517)",10.350930733680576,0,10
3,7580.0,8673.0,"(52.89379947229551, 49.63034300791557, 51.8655672823219)",0.8739767093277989,257.81265792,255.0914698664497,0.7679347947937758,18.57187591015051,12.941399070881499,7.783339874964226,0.601429554280337,0.6968277805371477,0.41909282145861315,0.2920355206160565,0.25205480881194253,20231108_P021N_A005,P021N_A005,20231108,40x,0.324,0.324,0.324,10,0.3644494566913496,"(67.00484906242117, 84.1456213620353, 73.70079696536517)",14.000412342764287,0,10
4,8545.0,9552.0,"(55.736337039204216, 69.59765944997075, 103.62129900526624)",0.8945770519262981,290.63445408,253.05997401640653,0.8384787563607214,15.637341252232908,13.651923729071173,9.77199530828541,0.7157962132088662,0.8730335617074143,0.6249141174744163,0.5455709977399351,0.44731115886894773,20231108_P021N_A005,P021N_A005,20231108,40x,0.324,0.324,0.324,10,0.3950143767656367,"(67.00484906242117, 84.1456213620353, 73.70079696536517)",11.38093065279931,0,10
5,12520.0,14217.0,"(65.64408945686901, 90.82380191693291, 41.754392971246006)",0.8806358584792854,425.83304448,367.68626230043935,0.7444455879003982,22.605255095915396,17.214745928858616,7.952915542487442,0.46198274289690555,0.7615373441182354,0.351817111054167,0.26792186836754056,0.16253343396286932,20231108_P021N_A005,P021N_A005,20231108,40x,0.324,0.324,0.324,10,0.5015493489985915,"(67.00484906242117, 84.1456213620353, 73.70079696536517)",10.583560504409023,0,10
6,11000.0,12026.0,"(71.05654545454546, 101.31018181818182, 96.95145454545454)",0.9146848494927656,374.134464,298.2462254350925,0.8419009101149834,18.17778796183431,14.919569637040452,9.857816274480625,0.6607306051246187,0.8207582610362305,0.5423001024754983,0.4450972890675596,0.35831427486777867,20231108_P021N_A005,P021N_A005,20231108,40x,0.324,0.324,0.324,10,0.5597478005865103,"(67.00484906242117, 84.1456213620353, 73.70079696536517)",9.4552030042943,0,10
7,6300.0,7460.0,"(75.00095238095238, 40.48126984126984, 67.93619047619048)",0.8445040214477212,214.2770112,234.7204404408182,0.7377631057209562,16.860492470719727,11.374491174705641,8.400184726885557,0.7385108131751612,0.6746238992994311,0.4982170444590209,0.33610912523038267,0.367938674641157,20231108_P021N_A005,P021N_A005,20231108,40x,0.324,0.324,0.324,10,0.6021607782898106,"(67.00484906242117, 84.1456213620353, 73.70079696536517)",14.503276350314328,0,10
8,10984.0,11997.0,"(82.18991260014566, 116.0233066278223, 77.49799708667152)",0.9155622238893056,373.590268416,303.9837627129791,0.8252092890159974,19.692163254936357,14.290617500209196,9.516333867505368,0.6659148121042399,0.7257007427371839,0.48325487374373916,0.35069842080719554,0.32180657844752014,20231108_P021N_A005,P021N_A005,20231108,40x,0.324,0.324,0.324,10,0.6794614258080179,"(67.00484906242117, 84.1456213620353, 73.70079696536517)",11.506296538712032,0,10
9,12639.0,14379.0,"(94.05269404225018, 106.05039955692698, 51.86573304850067)",0.8789901940329647,429.880499136,353.7022343020729,0.77877407249619,21.653900993901168,16.11432737808152,9.064158917715508,0.5624906770880458,0.7441766443201218,0.4185924245367351,0.3115067058295713,0.2354543363015949,20231108_P021N_A005,P021N_A005,20231108,40x,0.324,0.324,0.324,10,0.8070182155080665,"(67.00484906242117, 84.1456213620353, 73.70079696536517)",13.312320767317075,0,10
10,12880.0,14651.0,"(95.44479813664596, 72.2680900621118, 85.40310559006211)",0.8791208791208791,438.07744512,358.06388573600236,0.7790360106390114,20.813576147896907,17.01923876082859,9.134119595594798,0.5366937807240739,0.8176989211221295,0.438853925471032,0.35885038138787434,0.23553017244664914,20231108_P021N_A005,P021N_A005,20231108,40x,0.324,0.324,0.324,10,0.8219870767381285,"(67.00484906242117, 84.1456213620353, 73.70079696536517)",10.681442600001152,0,10
1,13752.0,15489.0,"(33.765343222803956, 70.51599767306574, 61.5456660849331)",0.8878558977338756,467.736104448,354.1682545845406,0.8227636374159759,17.328582958213254,16.088051614393645,12.49785677487734,0.7768409173734728,0.9284112643941476,0.7212278583318155,0.6695960678701239,0.5602793111017926,20231108_P021N_A006,P021N_A006,20231108,40x,0.324,0.324,0.324,11,0.169346901240444,"(69.31758723088345, 58.86472902746845, 52.747713437268004)",12.452387248252757,0,11
