label,area,area_convex,centroid,solidity,volume_um,surface_area_um,sphericity,ellipsoid_r_axis_major,ellipsoid_r_axis_medium,ellipsoid_r_axis_minor,aspect_ratio_minor_per_medium,aspect_ratio_medium_per_major,aspect_ratio_minor_per_major,prolate_ratio,oblate_ratio,img_name,organoid,date,magnification,spacing_x_um,spacing_y_um,spacing_z_um,count,relative_z_position,organoid_center,distance_to_organoid_center_um,neighborhood_density,nuc_count_per_organoid
16,7325.0,15026.0,"(106.44505119453925, 251.90389078498293, 217.3952218430034)",0.48748835352056435,249.1395408,388.587457710153,0.49274676909048454,22.46638201281224,15.77675810535802,8.038271679702072,0.5095008509366798,0.7022384866580107,0.35779110651274276,0.2512546851772036,0.1822948732258187,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.5519284391799951,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",21.34746611159516,1,31
17,26424.0,32082.0,"(117.6146684831971, 200.05619891008175, 196.83670148349984)",0.8236394239760614,898.739006976,597.7418579615065,0.7534588114873251,30.732909873126165,18.42188850116251,12.997367101757337,0.7055393425563911,0.5994189478709661,0.422913650396725,0.25350245536107446,0.29838221885902877,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.6249324737463863,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",30.110841141775328,3,31
18,21996.0,26133.0,"(118.05310056373887, 202.08801600290963, 314.30464629932715)",0.8416944093674664,748.132879104,515.9268384324498,0.7724703733176859,26.465528807803878,16.752307745495923,12.802906239689014,0.7642473165006918,0.6329859443638314,0.48375780936271434,0.30621189380283603,0.3697106076417077,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.627798042900254,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",16.11282400243972,4,31
19,17088.0,18401.0,"(121.94733146067416, 379.69721441947564, 499.73911516853934)",0.9286451823270474,581.2008837120001,399.65668050190897,0.8427159715235311,24.39359702665848,15.87310178964437,10.758642957199442,0.6777908375928385,0.6507077153196181,0.4410437273946063,0.2869905562089927,0.2989353974058578,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.6532505324227069,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",84.93802470734839,1,31
20,12511.0,14141.0,"(130.80776916313644, 184.58756294460875, 285.84949244664693)",0.8847323385899158,425.526934464,340.718886423007,0.8029822648687771,22.793482868634328,13.15982367754509,10.231603035594109,0.7774878513799944,0.5773502782961734,0.44888282736613366,0.25916262530221046,0.3490009449702723,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.7111618899551402,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",19.014895652266837,3,31
21,1318.0,1513.0,"(117.14795144157814, 218.4886191198786, 408.64036418816386)",0.8711169861202908,44.828111232,71.90054303624322,0.8487613234032673,9.23510260005802,6.5958128664444375,5.396099281557805,0.8181098207030615,0.714211108645723,0.5843031220382872,0.4173157805761223,0.47802412240698217,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.6218820355658702,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",41.91486977298342,0,31
22,15559.0,17433.0,"(129.34462369046855, 177.77453563853717, 230.60794395526705)",0.8925027247174898,529.196193216,388.15244183133825,0.8151288719247273,20.730787170573258,17.69778887955965,10.733120821115177,0.6064667679198937,0.853695941883053,0.5177382186601446,0.4419910162279262,0.3139910240994211,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.7015988476501211,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",26.43533594779563,3,31
23,5255.0,5949.0,"(130.48392007611798, 95.49400570884872, 462.1689819219791)",0.8833417381072449,178.73423712000002,181.56206072448416,0.845144277415655,14.820040077159081,10.807879258652672,8.385310577090792,0.7758516149574489,0.7292746309984663,0.5658089002076577,0.41263007691458775,0.43898374898340936,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.709045229255673,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",74.76215059538492,0,31
24,12298.0,15850.0,"(141.55155309806472, 227.2601235973329, 315.9055130915596)",0.7758990536277602,418.282330752,361.61275565156535,0.7479743916046075,21.47343172952908,16.82765847057267,9.650836935505314,0.5735103878167123,0.783650172106967,0.44943151411769994,0.3521970833886303,0.25775364195869427,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.7813826999873512,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",17.035899501946616,3,31
25,21191.0,22542.0,"(145.98891038648483, 227.98584304657638, 202.2300504931339)",0.9400674296868069,720.7530387840001,448.99086038616576,0.8658399331717128,21.836093352107817,18.555841604749485,12.6141108770198,0.6797919030409884,0.8497784519206733,0.5776725109943794,0.49089365210993186,0.39269709558333543,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.8103850352057832,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",29.265812326848398,1,31
26,21648.0,23170.0,"(153.5736788617886, 263.4621212121212, 284.9897450110865)",0.9343116098403107,736.296625152,480.78995955306345,0.8201575266137643,24.03169098084357,20.072398147167036,10.823837345242545,0.5392398688928055,0.8352470145845078,0.45039849063765725,0.37619399467847164,0.2428728230409678,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.8599586853711674,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",18.676912516281472,0,31
27,17503.0,19566.0,"(154.68114037593554, 258.56738844769467, 231.23910186825117)",0.8945619952979659,595.315956672,428.729798212225,0.7982375198358383,26.022332083363526,16.655446327759314,10.274158791125373,0.6168648134035069,0.6400443386243385,0.3948208315154736,0.25270283798243265,0.24355107856061003,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.8671969959211473,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",24.417873287516546,2,31
28,16006.0,17999.0,"(157.09633887292264, 199.3858553042609, 253.61295764088467)",0.8892716262014556,544.399657344,395.8487361620598,0.814516882903362,22.52677942468048,14.2296085530128,12.45466084577387,0.8752637712677538,0.6316752290574991,0.5528824432012889,0.34924214395104386,0.48391797230408984,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.8829826070125663,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",22.993224148920984,3,31
29,4316.0,5015.0,"(155.55885078776646, 198.05815569972196, 287.60287303058385)",0.8606181455633101,146.796758784,168.99863709841844,0.7963033938183126,13.921053178114441,10.541945938817022,7.777283221151909,0.7377464527222425,0.7572664082190435,0.558670606429313,0.4230624835082807,0.41215725813340964,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.8729336652795193,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",21.116118449089736,5,31
30,5946.0,6714.0,"(156.48318197107298, 221.87336024217961, 304.85519677093845)",0.8856121537086684,202.23668390400002,203.74169209561114,0.8177944761997815,15.919608866882722,10.072494319894204,9.479946751375236,0.9411717148007096,0.632709911664214,0.5954886725324138,0.3767715853950236,0.5604570950717301,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.8789750455625684,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",19.491827923300807,4,31
31,1547.0,1770.0,"(155.83516483516485, 127.38655462184875, 320.18552036199094)",0.8740112994350282,52.616910528,80.24738690598994,0.8461943501442017,8.812806114734164,7.945466755784398,5.6162805321172815,0.706853442943243,0.9015819311513438,0.6372862921297453,0.5745658059546151,0.45046800973244383,20240305_P013T_B003,P013T_B003,20240305,40x,0.324,0.324,0.324,31,0.8747396394455219,"(102.99483469343298, 236.0620255709905, 281.25647653199724)",41.133875422248636,0,31
1,55986.0,67758.0,"(53.7880720180045, 201.75200943092915, 156.27390776265494)",0.8262640573806783,1904.208372864,1005.6770121592142,0.7387575205051332,40.936705147990864,25.568463056838336,14.53991808194066,0.5686660965744647,0.6245852704658429,0.35518046773371714,0.2218404885036483,0.2019790901656255,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.23324296983336745,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",47.2965008864741,2,35
2,18319.0,20573.0,"(52.370107538621106, 334.8753752934112, 354.06670669796387)",0.8904389248043553,623.0699314560001,423.1925820417662,0.8336247627018046,19.81251062203565,16.767114826409163,13.689103733295608,0.8164257163513002,0.8462892536072955,0.6909323101167434,0.5847285890218632,0.5640949062373211,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.2225008146865235,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",34.155044718219315,7,35
3,20108.0,22212.0,"(54.826586433260395, 255.09623035607717, 216.48025661428287)",0.905276427156492,683.917800192,456.3317647958057,0.8226328131521723,22.646490975204742,15.55578997033959,13.943345732691755,0.8963444324767625,0.6868962607660216,0.6156956390267299,0.4229190322174069,0.5518753581418318,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.24111050328227573,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",23.67965377811702,4,35
4,31162.0,33577.0,"(61.23778961555741, 218.5544252615365, 230.88585456645916)",0.9280757661494475,1059.888924288,589.7176319899385,0.852472243824814,25.03014824710081,20.205068523915454,14.998276875270465,0.7423026978363354,0.8072292790457509,0.599208471608141,0.4836986225343459,0.4447940650411102,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.2896802243602834,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",25.75280354109194,2,35
5,20576.0,22360.0,"(57.125923405909795, 270.29840590979785, 180.35201205287714)",0.9202146690518783,699.8355210240001,450.6227603410434,0.8459310943126058,23.88548824237831,16.40415892946656,12.977060664448642,0.7910835733941914,0.6867834880746476,0.5433031358942193,0.3731316227513262,0.42979818617946897,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.2585297227720439,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",32.934165796345525,3,35
6,11335.0,12642.0,"(56.55809439788266, 370.18120864578736, 356.46872518747244)",0.8966144597373833,385.52855904,311.81693343194894,0.8215275492499021,16.767925141252714,14.820071839887518,11.72436048681556,0.7911136068355621,0.883834565996895,0.6992135513517473,0.6179891056981193,0.5531573545581833,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.2542279878627474,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",41.67076772462056,5,35
7,20011.0,22159.0,"(69.97601319274399, 337.0827544850332, 324.77192544100745)",0.9030642176993546,680.618614464,463.33517255969485,0.8075908753759514,25.810946229407232,17.00524195329286,11.29021082063548,0.6639253267695652,0.6588383781884852,0.4374194855271204,0.2881887444327296,0.29041387486396847,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.3558788878238181,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",26.2294122025849,7,35
8,15444.0,16649.0,"(64.15701890701891, 358.9230121730122, 395.47235172235173)",0.9276232806775182,525.284787456,380.49271480808756,0.8274358389284978,22.236639852350613,15.962053818039097,10.609822537047608,0.6646903122865803,0.7178267006177987,0.4771324538012902,0.3424984150698544,0.3171453197192419,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.3117955977804463,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",47.95631249924182,5,35
9,31530.0,39101.0,"(75.07986045036473, 324.74329210275926, 389.91084681255944)",0.8063732385360988,1072.40542272,697.386945524755,0.7265234644625229,25.24345543145904,22.32566416992061,16.17086538251697,0.7243173264383324,0.8844139515899158,0.6405963488803685,0.566552348287359,0.46399503474718573,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.39454439735124797,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",40.544972652273806,7,35
10,20714.0,22672.0,"(78.56053876605195, 369.8716327121753, 317.52143477841076)",0.9136379675370501,704.529207936,481.36722531275655,0.7954391131853737,26.190868745756124,18.223824922906996,10.820510725350967,0.593756292717112,0.6958083406782725,0.4131405808027763,0.28746666199523757,0.24530481962845094,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.4209131724700905,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",33.405563705608586,3,35
11,4783.0,7788.0,"(71.68241689316329, 318.4139661300439, 354.02487978256323)",0.6141499743194658,162.680467392,232.2779461824353,0.6204399509400303,17.736939696350024,11.763204606588275,7.7248814349069015,0.6566987222665829,0.6632037323219265,0.435525043618238,0.2888418344472853,0.28600873965919466,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.36880618858457037,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",29.522987018314446,8,35
12,30746.0,33338.0,"(89.09425616340337, 193.14772653353282, 203.71963832693683)",0.9222508848761174,1045.739839104,593.5626047283447,0.839395612475873,26.915459415244943,20.227062195809825,13.781084867733398,0.6813191522488246,0.7515035089593602,0.5120137336362083,0.38478011746299373,0.3488447629407768,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.5007140618439649,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",35.709638777365456,4,35
13,3427.0,5205.0,"(78.75488765684273, 326.6480887073242, 350.8039101254742)",0.6584053794428434,116.559891648,181.0541922355867,0.6373455570414921,15.498587839001047,11.186418997982505,6.389550915602061,0.5711882343003986,0.7217702099176231,0.4122666517734751,0.29756178779257675,0.2354818608874285,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.42238551255183876,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",29.56691322298321,9,35
14,2395.0,2793.0,"(80.17536534446764, 264.51899791231733, 220.5311064718163)",0.85750089509488,81.45927648,107.16999500085385,0.8479520210066657,9.362502993019552,8.69131929321071,7.287422087031558,0.8384713345791107,0.9283115102543349,0.778362590908102,0.7225629522913771,0.6526347203851708,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.4331467071550579,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",18.673848792420344,5,35
15,4099.0,4614.0,"(87.30836789460844, 375.624054647475, 384.6003903391071)",0.888383181621153,139.416106176,153.28891942211703,0.848233318871679,12.600999647874557,9.475974029264718,8.593304905255776,0.9068518844307732,0.7520017692297177,0.681954221521245,0.5128307811176511,0.618431470882062,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.48718460526218516,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",47.72510451961678,6,35
16,23933.0,25720.0,"(101.25700915054527, 268.20181339572974, 157.18973801863535)",0.9305209953343702,814.014556992,497.3349688802354,0.8477280928165623,22.355033589470313,20.987271392241677,12.442545971717161,0.5928615368416483,0.9388163658196031,0.5565881134519011,0.5225340299293028,0.32997968432888775,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.5928561299283732,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",38.59121782073882,3,35
17,24318.0,26332.0,"(106.75047290073196, 225.36799901307674, 137.00312525701128)",0.9235151146893513,827.109263232,527.820188200902,0.8073094765351511,27.49894880656252,19.441462327640526,11.1991554553028,0.5760449119807524,0.7069892912779595,0.40725758406554663,0.2879267507260748,0.23459865916653166,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.6344732795509997,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",48.12726673666895,2,35
18,6377.0,7743.0,"(97.45272071506979, 314.7831268621609, 336.77685432021326)",0.8235825907271084,216.895952448,231.17722425206492,0.7551618551755201,17.03714885559094,13.739617736576996,7.041786363515645,0.5125169053844428,0.8064505307217633,0.4133195303511597,0.3333217546093627,0.2118332466305277,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.5640357629929529,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",23.42003506170868,9,35
19,7786.0,8588.0,"(99.98240431543796, 362.5214487541742, 397.93989211405085)",0.9066138798323242,264.81917606400003,231.8060204102763,0.8603180471508595,14.92415020227929,12.779448471464864,10.061995863195516,0.7873575988559187,0.8562932092115452,0.6742089651214311,0.577320558423025,0.5308435519051439,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.5832000326927118,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",48.494145533307794,6,35
20,19432.0,21408.0,"(105.25566076574722, 258.36671469740634, 220.64054137505147)",0.9076980568011959,660.925536768,447.38539517538345,0.8201702465151336,22.946141890623572,18.3677816593164,11.615568606092118,0.6323882122259733,0.8004736372183763,0.5062100923745513,0.4052078338397073,0.32012129532748723,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.6231489451950547,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",19.26206538162866,6,35
21,7795.0,8528.0,"(99.65837075048108, 306.4383579217447, 381.99461193072483)",0.9140478424015009,265.12528608,230.47066950694568,0.8659694302096874,16.469309321928225,10.769762121361508,10.679508888256482,0.9916197561201457,0.6539291910087571,0.648449104907948,0.42403979858280716,0.6430149432651462,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.58074523295819,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",35.8758058659671,7,35
22,16448.0,18330.0,"(111.44692363813229, 369.1101653696498, 312.2722519455253)",0.8973267866884889,559.433060352,425.7594710442641,0.7711731355072368,25.694078942322435,16.744180013877006,9.638733729513552,0.5756468051302183,0.6516746543615755,0.37513443276758013,0.24446560181293847,0.21594493771699416,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.6700524518040325,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",32.84559299309063,4,35
23,24402.0,26667.0,"(116.42566183099746, 25.837472338332923, 422.841570363085)",0.9150635617054786,829.966290048,500.2679518572285,0.8537323628324314,22.891189442098973,19.08372847222171,13.772988368008408,0.7217137043244133,0.833671335449481,0.6016720276963256,0.5015967228321928,0.43423494789709605,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.7077701653863444,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",94.54928153329381,0,35
24,10094.0,10897.0,"(113.77402417277591, 389.4000396275015, 364.8110758866653)",0.9263099935762137,343.31938905600003,289.3397085266052,0.8194861893229792,18.93932816359332,15.532289236716334,8.309197418006868,0.5349628307439056,0.8201077199017932,0.43872714735359336,0.35980352047517355,0.23470271667247694,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.6876820013089084,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",47.11724916067201,5,35
25,7434.0,9487.0,"(114.2378262039279, 339.05945655098196, 368.2885391444714)",0.7835986086223253,252.846873216,268.02909083726286,0.7214516807488945,20.59091719707921,13.335974321446178,7.723898294703312,0.5791776520056854,0.6476629571089657,0.37511191078942974,0.24294608938867662,0.21725643573038805,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.6911956530600598,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",36.912970237162845,11,35
26,11027.0,12060.0,"(124.97596807835313, 220.35331459145732, 217.10356397932347)",0.9143449419568822,375.052794048,301.45755961269197,0.8342948233348043,19.03881107605499,12.454480482825357,11.65742289915546,0.936002341906671,0.6541627222977852,0.6122978400587701,0.4005424219098989,0.573112212239405,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.7725452127147965,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",28.397176146885396,4,35
27,17436.0,19993.0,"(124.84480385409498, 240.00751319109887, 208.28389538885065)",0.8721052368328915,593.037137664,418.7313637355395,0.8152107417420896,21.29782298865524,15.966119650818264,13.165000930393926,0.8245585789355662,0.7496597027462841,0.618138339181735,0.4633934036070612,0.5096912705412824,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.7715515443492044,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",27.02640966969723,5,35
28,22334.0,23844.0,"(128.16983075132086, 265.126623085878, 183.62559326587265)",0.9366716993792987,759.629010816,466.08703440142335,0.8638098079806548,22.567586400870155,17.832261271162146,13.627066438018725,0.7641805058148206,0.7901713969055447,0.6038335777676825,0.47713202164316265,0.46143784888648043,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.7967411420554611,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",32.25256151878636,3,35
29,14889.0,16138.0,"(126.49358586876217, 310.4887500839546, 359.1885956074955)",0.922605031602429,506.408003136,366.81917063868684,0.837591909169623,19.9956917536053,16.89922519018122,10.686303303405035,0.6323546306498115,0.8451433137907932,0.5344302880383347,0.45167018462288633,0.3379494674005535,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.7840423171875922,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",31.280429952248756,5,35
30,1922.0,2728.0,"(116.3095733610822, 213.67325702393342, 183.1077003121748)",0.7045454545454546,65.371494528,111.1511735742544,0.7060395258602792,12.850906996148456,7.302089379756075,5.506089220762298,0.7540429778943938,0.56821587627586,0.4284591914339219,0.24345731490907235,0.32307664461505853,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.7068907072809257,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",37.106670332282725,6,35
31,24168.0,27231.0,"(132.1308341608739, 309.15731545845745, 381.7617924528302)",0.8875179023906578,822.007429632,526.2649760587059,0.806362182961399,23.619012604182615,20.452993326639977,12.937919638996297,0.6325685161274016,0.8659546302548661,0.5477756354939732,0.4743488478968079,0.3465056209151671,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.826748743642984,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",38.24734498852996,4,35
32,17553.0,18922.0,"(136.86099242294765, 378.57773599954425, 332.3622172847946)",0.9276503540851918,597.016567872,409.28404486666216,0.8377547493570897,21.042056629638065,18.15686702889281,11.327113567331486,0.6238473603021261,0.8628846195251931,0.5383082921360961,0.46449794584711185,0.3358222070778493,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.8625832759314216,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",40.50642490302287,4,35
33,16594.0,20859.0,"(136.20260335060865, 350.63269856574664, 339.2273110762926)",0.7955319046934177,564.398845056,451.24279913229645,0.7319216340603287,26.514400941855442,15.482362863566564,10.920959348138702,0.7053806608446145,0.5839227858671405,0.4118878405771919,0.24051069533463454,0.2905377171802009,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.8575954799288534,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",34.71425627101099,5,35
34,9492.0,11509.0,"(136.18689422671724, 370.0319216182048, 371.7665402444164)",0.8247458510730733,322.844030208,287.63559506272304,0.7912310747631005,16.324948806822974,13.125138710906763,11.85069512963359,0.9029005628554514,0.8039926413380937,0.7259254083958058,0.5836386865105782,0.6554384598316464,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.8574764714145244,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",45.73269859773397,5,35
35,2606.0,2985.0,"(137.84036838066, 436.8829623944743, 58.391020721412126)",0.8730318257956449,88.635855744,112.74171642960471,0.8527186796235616,11.0238864871152,8.468201858715277,7.151814774597046,0.8445493971351856,0.7681684557086988,0.6487562061670482,0.4983540530227757,0.5479066628060908,20240305_P013T_D003,P013T_D003,20240305,40x,0.324,0.324,0.324,35,0.8700027907625758,"(91.9597815060476, 276.61681189578184, 275.63648155373477)",88.7226880617751,0,35
1,20501.0,21800.0,"(29.442075996292864, 390.67621091654064, 113.58489829764402)",0.9404128440366972,697.284604224,433.86175620540104,0.8764748769694932,22.294182640527026,15.98341873706204,13.866494447627536,0.8675549752991316,0.7169322596293307,0.6219781487938747,0.4459161996548607,0.5396002375134695,20240305_P013T_D005,P013T_D005,20240305,40x,0.324,0.324,0.324,52,0.11039288605248648,"(110.42513080729043, 326.2094644936586, 188.32408909122523)",41.3657579674927,3,52
2,28411.0,30486.0,"(46.71655344760832, 402.85442258280244, 78.50072155151175)",0.9319359706094601,966.321296064,550.6050028093914,0.8584697673069518,23.279866103675804,21.230085020181424,14.01138358215903,0.6599777423801996,0.9119504779638433,0.6018670176091213,0.548872914379311,0.39721883549477166,20240305_P013T_D005,P013T_D005,20240305,40x,0.324,0.324,0.324,52,0.21972502182030582,"(110.42513080729043, 326.2094644936586, 188.32408909122523)",48.05085436778355,2,52
3,15959.0,17250.0,"(51.9088288739896, 385.0862836017294, 142.76834388119556)",0.9251594202898551,542.801082816,394.08729055103646,0.8165551065016781,25.58409323918147,14.013303920624468,11.013657065198771,0.7859429244939957,0.5477350238531575,0.4304884664949391,0.23579361046411468,0.33833936431796796,20240305_P013T_D005,P013T_D005,20240305,40x,0.324,0.324,0.324,52,0.2525875245189215,"(110.42513080729043, 326.2094644936586, 188.32408909122523)",30.679161784127277,5,52
4,15449.0,17316.0,"(52.28972749045246, 292.9170820117807, 181.88484691565796)",0.8921806421806422,525.454848576,375.05705301266477,0.8396089450347078,20.254420427547917,15.175986629612318,12.55248768183431,0.827128277600161,0.749267878777294,0.6197406500341893,0.46435176224317826,0.5126050164215833,20240305_P013T_D005,P013T_D005,20240305,40x,0.324,0.324,0.324,52,0.2549982752560282,"(110.42513080729043, 326.2094644936586, 188.32408909122523)",21.80587805436282,3,52
5,14859.0,15983.0,"(66.95457298606905, 414.26361127935934, 137.25351638737465)",0.929675279984984,505.387636416,384.4524691647847,0.7981010438720454,23.217035848952047,17.19626571186091,9.105264573825245,0.5294908049452273,0.7406744695463396,0.39218032108247064,0.29047795128427206,0.20765587389363505,20240305_P013T_D005,P013T_D005,20240305,40x,0.324,0.324,0.324,52,0.34781375307638634,"(110.42513080729043, 326.2094644936586, 188.32408909122523)",35.862315172891584,4,52
6,26492.0,28640.0,"(66.69666314359051, 326.7108183602597, 172.30903669032162)",0.925,901.051838208,532.8419238487297,0.8466792598519366,25.283946050673645,18.328713467776137,13.996242341205326,0.7636238280342064,0.7249150678870319,0.5535624191395718,0.40128573865027234,0.4227134535592356,20240305_P013T_D005,P013T_D005,20240305,40x,0.324,0.324,0.324,52,0.3461814123012058,"(110.42513080729043, 326.2094644936586, 188.32408909122523)",15.08919219696675,4,52
7,12343.0,15753.0,"(61.44138378028032, 346.920278700478, 126.24710362148586)",0.7835332952453501,419.812880832,374.23828733422414,0.7245022645473842,24.021342549992504,14.41059633523844,10.034192527013808,0.6963065437116611,0.5999080320031045,0.4177198883089463,0.25059351612397657,0.2908610916680235,20240305_P013T_D005,P013T_D005,20240305,40x,0.324,0.324,0.324,52,0.3129201505081033,"(110.42513080729043, 326.2094644936586, 188.32408909122523)",26.48469112277984,5,52
8,27200.0,33052.0,"(73.45683823529411, 349.0318382352941, 73.08106617647059)",0.8229456613820646,925.1324928,614.6082511777306,0.7470592161955649,32.4978578261785,17.435115789274636,12.89720746458777,0.7397259427735834,0.5365004635853216,0.39686331122411656,0.21291735045174426,0.2935700870475057,20240305_P013T_D005,P013T_D005,20240305,40x,0.324,0.324,0.324,52,0.3889673306031273,"(110.42513080729043, 326.2094644936586, 188.32408909122523)",39.903950660502694,7,52
